train_acc,train_loss,val_acc,val_loss
0.6962,1.0238478,0.8222151898734176,0.5358923
0.8374100000000001,0.4855882,0.855632911392405,0.41936773
0.85846,0.41447568,0.8644936708860758,0.39332905
0.86564,0.383329,0.8667088607594936,0.37373525
0.87281,0.36061817,0.8741772151898735,0.3375879
0.87702,0.344542,0.8717721518987342,0.34564534
0.8817999999999999,0.3318651,0.8767721518987344,0.34234294
0.88441,0.3229552,0.883101265822785,0.3312486
0.88846,0.31357232,0.8841139240506329,0.32669196
0.8908200000000001,0.30718192,0.8863924050632912,0.32520863
0.892,0.2993841,0.8899367088607594,0.30916297
0.89404,0.29442522,0.889620253164557,0.31068942
0.8954,0.2869583,0.8923417721518988,0.3083691
0.89679,0.2830942,0.8866455696202532,0.31900492
0.89844,0.27748412,0.8864556962025316,0.31912434
0.89977,0.27354807,0.8903164556962027,0.3140803
0.9011800000000001,0.26865852,0.8869620253164557,0.31142455
0.9026600000000001,0.2651302,0.8880379746835443,0.31951025
0.9029200000000001,0.26185384,0.8907594936708861,0.30972517
0.9044300000000001,0.257615,0.8854430379746834,0.31890264
0.90587,0.2539873,0.89126582278481,0.3051681
0.90652,0.25107434,0.8910759493670888,0.31323174
0.9063199999999999,0.24731167,0.8872151898734177,0.3137941
0.90752,0.24432603,0.8910759493670888,0.31873417
0.9088299999999999,0.2416737,0.8892405063291139,0.32432792
0.90928,0.23916426,0.8906962025316457,0.30944932
0.9105999999999999,0.23682562,0.8865822784810129,0.3183189
0.91208,0.2326151,0.888481012658228,0.31282216
0.91247,0.22917193,0.8856329113924051,0.33213583
0.91379,0.22684424,0.8880379746835443,0.325111
0.9147799999999999,0.22404261,0.8893037974683544,0.32791707
0.91462,0.22246951,0.88873417721519,0.32355872
0.9162,0.21823458,0.8844303797468355,0.3311104
0.9167799999999999,0.21572019,0.8862658227848101,0.3279968
0.9181699999999999,0.21288122,0.888227848101266,0.33193493
0.91852,0.21014807,0.8881012658227849,0.33697486
0.9201999999999999,0.20789903,0.8846202531645568,0.33308735
0.9210499999999999,0.20466428,0.8858227848101267,0.34301066
0.9219400000000001,0.20236504,0.8883544303797469,0.34525087
0.92191,0.20002455,0.885253164556962,0.35548818
0.9234099999999998,0.19701219,0.8863924050632912,0.35341972
0.92455,0.19376525,0.8843670886075948,0.35180414
0.9257799999999999,0.19084342,0.8836075949367089,0.36865273
0.9259499999999999,0.1886297,0.8823417721518987,0.35960397
0.9276499999999999,0.18633786,0.885253164556962,0.36103794
0.92771,0.18307203,0.8867088607594936,0.3579031
0.92873,0.18067004,0.8818987341772152,0.37413198
0.9298599999999999,0.17699881,0.8827848101265824,0.38205916
0.93155,0.17426246,0.881012658227848,0.3878589
0.9319299999999998,0.17151721,0.8789873417721519,0.39014986
0.93334,0.16866739,0.8774683544303798,0.39474943
0.93498,0.16481613,0.8777848101265823,0.3961476
0.93575,0.16292533,0.8800632911392405,0.40071416
0.93625,0.16042382,0.879493670886076,0.40946385
0.9378699999999999,0.15615262,0.8754430379746835,0.44766226
0.9385,0.15423709,0.8756329113924051,0.42761308
0.93952,0.15195322,0.870506329113924,0.45325112
0.94002,0.14898981,0.8797468354430381,0.4352757
0.9426,0.14509666,0.8776582278481012,0.44228294
0.9422799999999999,0.14361684,0.8734810126582278,0.4673863
0.94358,0.14043482,0.8769620253164557,0.44388744
0.94444,0.13732712,0.8726582278481012,0.46956316
0.94546,0.13635974,0.8757594936708859,0.48108277
0.94734,0.1333887,0.8758227848101265,0.47283196
0.94865,0.12973294,0.8753797468354431,0.48978722
0.94938,0.12780173,0.8725316455696204,0.49008623
0.95034,0.124467924,0.8722151898734177,0.5021915
0.9506699999999999,0.12293657,0.8731645569620253,0.50253916
0.9526500000000001,0.11975572,0.8729746835443039,0.5065294
0.95231,0.11826044,0.8730379746835443,0.52466685
0.95496,0.11243606,0.8676582278481011,0.5604125
0.9549500000000001,0.113894165,0.8684177215189874,0.55672747
0.95553,0.11098601,0.870253164556962,0.5488833
0.9562,0.10882284,0.8727848101265822,0.5780289
0.9576199999999999,0.10686345,0.870506329113924,0.55891585
0.95843,0.10294519,0.8701265822784809,0.5811607
0.95936,0.10211456,0.8681012658227848,0.60032815
0.96013,0.09951424,0.8684810126582279,0.5842411
0.96049,0.09875503,0.8688607594936709,0.60646385
0.96187,0.095751144,0.8734810126582278,0.6031303
0.96191,0.095508985,0.8675316455696203,0.62445873
0.96267,0.09257512,0.8681012658227846,0.63672936
0.9641200000000001,0.09073824,0.8660759493670886,0.6554585
0.9636800000000001,0.090659805,0.8695569620253164,0.6466695
0.96509,0.088197835,0.8682278481012656,0.67843795
0.9651100000000001,0.08717833,0.8656962025316454,0.68854433
0.96691,0.083662994,0.865759493670886,0.6895184
0.9664400000000001,0.084333956,0.8648101265822784,0.70812595
0.9670200000000001,0.083253436,0.8674683544303797,0.6811449
0.9687100000000001,0.07997514,0.8670886075949369,0.6942917
0.96836,0.080229886,0.8701898734177214,0.7052253
0.9693200000000002,0.07821198,0.8652531645569621,0.7125403
0.9697700000000001,0.077314205,0.8667088607594936,0.7335658
0.9702900000000001,0.07496135,0.866012658227848,0.71691066
0.96999,0.07594774,0.8663924050632911,0.7581534
0.9715199999999999,0.07268842,0.8681645569620252,0.7632005
0.9712300000000001,0.07361129,0.8683544303797468,0.76715624
0.9714400000000001,0.072329596,0.866012658227848,0.7769616
0.9728200000000001,0.06996283,0.8654430379746836,0.7813162
0.97306,0.069064185,0.8672784810126583,0.7673442
