train_acc,train_loss,val_acc,val_loss
0.65608,1.132335,0.8003164556962025,0.56711435
0.8176400000000001,0.5338468,0.8358227848101266,0.47794288
0.8396399999999999,0.45837232,0.8424683544303798,0.44681028
0.8521299999999999,0.4149708,0.8558227848101264,0.4051164
0.8613900000000001,0.3858935,0.8605696202531644,0.39490944
0.8670800000000001,0.365494,0.8730379746835443,0.35227054
0.87154,0.35062042,0.8634177215189874,0.37972564
0.8762600000000001,0.33427668,0.8773417721518988,0.3486722
0.87902,0.3230907,0.8719620253164556,0.35746282
0.88316,0.30986652,0.8733544303797467,0.35385665
0.8868400000000001,0.30105793,0.8772151898734178,0.33829358
0.8884,0.29250535,0.8799367088607594,0.33890533
0.89163,0.2839844,0.8740506329113924,0.3496633
0.8923800000000001,0.27523437,0.8800000000000001,0.33570638
0.8958800000000001,0.26883045,0.8786708860759495,0.3484315
0.89728,0.26407582,0.8808227848101267,0.33998078
0.89898,0.25777566,0.8817088607594937,0.33132178
0.9021800000000001,0.24980307,0.8767088607594935,0.35738838
0.9022,0.24658127,0.8813291139240508,0.3404329
0.90477,0.24184497,0.8825316455696204,0.34454703
0.90523,0.23703502,0.8786708860759497,0.34255454
0.9070600000000001,0.23016118,0.8768987341772153,0.34795845
0.90875,0.22747324,0.8812658227848101,0.35666347
0.9104800000000001,0.22167929,0.8781645569620253,0.36640403
0.9116000000000002,0.2182492,0.8775316455696203,0.37519506
0.9128,0.21539176,0.8818987341772154,0.3744221
0.91222,0.21250968,0.8824050632911393,0.36863062
0.9144300000000001,0.20857,0.8744936708860759,0.4074513
0.9168,0.20381613,0.8784177215189874,0.37316442
0.9174300000000001,0.20077178,0.8778481012658227,0.3815887
0.9175,0.20056872,0.8805063291139241,0.39314038
0.9184599999999999,0.19635913,0.8784177215189874,0.40704975
0.9202,0.19220108,0.8770253164556964,0.41271636
0.92095,0.19005337,0.8750632911392404,0.41347727
0.92228,0.18522017,0.8821518987341772,0.41088593
0.92259,0.1861245,0.8785443037974684,0.42649427
0.9228999999999999,0.18418036,0.8774683544303796,0.40932745
0.9244300000000001,0.18103282,0.873607594936709,0.44454038
0.92612,0.176716,0.8765189873417722,0.44259325
0.9248299999999999,0.17870255,0.8755696202531645,0.43676454
0.9273799999999999,0.1744341,0.8737974683544304,0.44892994
0.92752,0.17332233,0.8746202531645569,0.45536837
0.9289,0.16891089,0.8753797468354431,0.45567486
0.9301900000000001,0.16758518,0.8729746835443039,0.45866814
0.93065,0.16538365,0.8763291139240506,0.4613956
0.9298,0.16620396,0.8760126582278481,0.48007873
0.9318699999999999,0.16196364,0.8743037974683543,0.48351356
0.9328099999999999,0.16095929,0.8719620253164557,0.45972356
0.9323899999999998,0.1595852,0.8717088607594936,0.46553034
0.93285,0.15632221,0.8723417721518988,0.4973807
0.9337799999999999,0.15704718,0.8703164556962025,0.509902
0.9349999999999998,0.15456575,0.8762025316455696,0.50935835
0.9345399999999999,0.15338778,0.8736708860759494,0.5305423
0.9352099999999999,0.15219578,0.8708860759493671,0.53273827
0.93656,0.14992103,0.8705696202531646,0.526188
0.93623,0.15007691,0.8690506329113924,0.5586663
0.9381099999999999,0.14681579,0.8691139240506328,0.5450851
0.9370599999999999,0.14925672,0.87,0.5396733
0.93882,0.14378692,0.8739873417721519,0.5272083
0.93847,0.14589404,0.8715822784810129,0.5323862
0.94116,0.14012064,0.870253164556962,0.54917973
0.93999,0.14211626,0.8686075949367089,0.5686108
0.9399299999999999,0.14251234,0.8691139240506328,0.5830942
0.9409299999999999,0.13923468,0.8681645569620252,0.5805248
0.9424199999999998,0.13744956,0.8743670886075949,0.5646657
0.94248,0.1363249,0.867278481012658,0.6071608
0.9411399999999999,0.14088929,0.8713291139240508,0.56627285
0.9434600000000001,0.13200553,0.8706329113924051,0.58365285
0.9433799999999999,0.13423082,0.8645569620253163,0.60640377
0.94289,0.1366543,0.8659493670886077,0.57941514
0.9441399999999999,0.13213992,0.868987341772152,0.6490859
0.9449399999999999,0.13073854,0.8677848101265824,0.6274847
0.94474,0.13040207,0.8716455696202532,0.5998127
0.94405,0.13285518,0.8667721518987342,0.6399658
0.9450099999999999,0.13211057,0.8666455696202532,0.61051285
0.9455699999999999,0.12853873,0.8670886075949366,0.63721746
0.94652,0.1272824,0.8671518987341772,0.62624264
0.9464699999999999,0.12765174,0.8650632911392405,0.68150777
0.94651,0.12760985,0.8659493670886076,0.64054734
0.9474499999999999,0.12584886,0.8689240506329113,0.627152
0.94855,0.12402022,0.8669620253164555,0.6443327
0.9476899999999999,0.12566902,0.8653797468354432,0.6266129
0.9496299999999999,0.12134285,0.8674050632911391,0.6644402
0.94817,0.124400236,0.865759493670886,0.69289154
0.9480799999999999,0.124318145,0.8683544303797468,0.6504913
0.9492299999999999,0.12101428,0.867278481012658,0.70922995
0.9485,0.123041056,0.8637341772151896,0.6919482
0.94953,0.12135218,0.8650632911392405,0.66034716
0.9490299999999999,0.12098053,0.8650632911392405,0.68182504
0.9510799999999999,0.116941705,0.8636708860759492,0.7113687
0.9476899999999999,0.12557426,0.8671518987341772,0.66145515
0.9511799999999999,0.11554883,0.8657594936708862,0.71599895
0.9520799999999999,0.11524895,0.8639873417721519,0.7088066
0.95102,0.118329145,0.8636075949367088,0.6640941
0.95148,0.11753346,0.868101265822785,0.68318933
0.95225,0.116565384,0.8630379746835444,0.6702364
0.95173,0.1153232,0.865126582278481,0.72073597
0.9509299999999999,0.11845268,0.8638607594936709,0.69812137
0.95231,0.11426129,0.8620886075949366,0.727216
0.9534199999999999,0.11299329,0.8632911392405064,0.77184904
